result_id,view_id,object_type,line_id,relation_id,way,voltage,cables,wires,frequency,problem
1,8213,power_line,{149227018},,0105000020E61000000100000001020000000200000033D5DD86621C2140BAD0A634ACE74740C9C9C4AD821C21409684FA4CACE74740,,,,,NULL_voltage
1,8214,power_line,{22960409},,0105000020E610000001000000010200000002000000008A366C00D31B40F028DF7D9F8249409A751085E0D21B400E96FB2EB6824940,,,,,NULL_voltage
1,8215,power_line,{288208599},,0105000020E61000000100000001020000000200000038914F7E41712140B36FDD83C6C74940486C1C565D70214023D115B6B0C74940,,,,,NULL_voltage
1,8216,power_line,{288208600},,0105000020E610000001000000010200000002000000486C1C565D70214023D115B6B0C74940510D45CBCB6F21407D47E8C2A3C74940,,,,,NULL_voltage
1,8217,power_line,{288208601},,0105000020E610000001000000010200000002000000510D45CBCB6F21407D47E8C2A3C7494078595D98966E21408CCD7D2887C74940,,,,,NULL_voltage
1,8218,power_line,{35833594},,0105000020E610000001000000010200000002000000B37BF2B050FB1A405A8FB1C9D0BF49400FAF35A506FC1A407FD6A13FD9BF4940,,,,,NULL_voltage
1,8219,power_line,{39166938},,0105000020E61000000100000001020000000200000002B5BD82D9B927408C0EED084C294940D28C45D3D9B92740F6ACB54137294940,,,,,NULL_voltage
1,8220,power_line,{24531464},,0105000020E610000001000000010200000002000000B2B90FE5B0801A40DC696B4430B64940C4EBFA05BB811A400F886B1041B64940,,,,,NULL_voltage
1,8221,power_line,{303459535},,0105000020E6100000010000000102000000020000004713398E6907234080434D9940A149409FECC1FFB1072340FA9408F945A14940,,,,,NULL_voltage
1,8222,power_line,{353223107},,0105000020E610000001000000010200000002000000A08037EEDEC723403362B02CE22748404D237722D2C82340451BDBC6FA274840,,,,,NULL_voltage
1,8223,power_line,{303459536},,0105000020E6100000010000000102000000020000009FECC1FFB1072340FA9408F945A1494087527B116D0723400A61DADC3DA14940,,,,,NULL_voltage
1,8224,power_line,{350398613},,0105000020E61000000100000001020000000200000025DC1AC7FE502340F42DBD47471B4840A806F5882C5123406F43311E4A1B4840,,,,,NULL_voltage
1,8225,power_line,{25089762},,0105000020E6100000010000000102000000020000006EC1525DC0131C40CEE0945E40C7494079BDEAB765161C402112746A1DC74940,,,,,NULL_voltage
1,8226,power_line,{384567695},,0105000020E6100000010000000102000000020000001E1EC2F869A825409C95A3B6C3BA4940FE20DCAEE1A72540DB3F0576EBBA4940,,,,,NULL_voltage
1,8227,power_line,{384574853},,0105000020E6100000010000000102000000020000005E52109777B42540F5616298B8BC49404FC642BE95B62540DD2CB9E57EBC4940,,,,,NULL_voltage
1,8228,power_line,{25089289},,0105000020E6100000010000000102000000020000000364E8D841251C4085471B47ACCC494053DFE819B1251C403983BF5FCCCC4940,,,,,NULL_voltage
1,8229,power_line,{25051947},,0105000020E61000000100000001020000000A000000230505943C2D1C401901BAD4ADC3494037D208EC202D1C4077E8AA2F01C4494080113466122D1C40F65091F936C449409658BED3092D1C4038FC6EBA65C44940CC03A271F22C1C40B477465B95C449408B9356D7FC2B1C402B33A5F5B7C449409079D3E3AD291C40FAC8F7D6D1C4494074BE333564271C40E1720690EBC44940E53CADECCC261C40DEE8633E20C549404812CEB8BA251C4074E83E4A36C54940,,,,,NULL_voltage
1,8230,power_line,{39166939},,0105000020E61000000100000001020000000200000012EB43CD46B927402618737C592949400FD940BAD8B8274037D60FFB4E294940,,,,,NULL_voltage
1,8231,power_line,{25826574},,0105000020E61000000100000001020000001D000000BA9B4C81715D2740449D03159FD949404F8358ECE55D2740D17EFF417FD9494071A9EFA1E95D27402B40CA3E7ED9494021DE848C915E27408D7C033862D9494047B071FDBB5E2740E3923E085CD9494052CE61084A5F27404127295547D94940E19398B1B25F2740E483431438D94940A7762BF0BA5F274085DD66E036D949403781334289602740C0057EF909D949407CED3E6C8E6027402C4CDF6B08D9494029AF3A17EB6027404CF5AE8BECD84940DC4944F817612740F9B1930BDFD8494064117981486127404EFB9C71D0D849406C651DE96761274030BFD364C6D8494020251BB4FC612740074257C796D849408884EFFD0D622740A404583F91D8494033C85D8429622740DE697C7088D84940CB1DEC037F6227403B0C9C2276D8494084F8C08EFF622740022B2C5D66D84940B0C0A101066327404F102B9265D84940136B4CE372632740B9697DDB5DD8494087AD3484BE63274092161D7F58D849408FECA584BB662740A05D746847D84940C54208235167274039C5991540D84940F65DB642FD672740B4869C082CD84940CD8179234E6A274026F03D12E5D74940614C9FC2B66A274022ACC612D6D7494072C1BE428B6D274097E4805D4DD749403E50B868126E2740A42A5C4535D74940,,,,,NULL_voltage
1,8232,power_line,{39166940},,0105000020E6100000010000000102000000020000001D2E28C23CBA274027497C934B294940E64988A878BA2740EEAFC33D3B294940,,,,,NULL_voltage
1,8233,power_line,{27305631},,0105000020E610000001000000010200000002000000CE3EEA0A11032B4054AF5B04C63C4A408FECA584BB022B405A2A148EC53C4A40,,,,,NULL_voltage
1,8234,power_line,{353717732},,0105000020E6100000010000000102000000020000005B417859B8892440C6D5123CCFB94740326EB42D148A2440AC4A11CFC8B94740,,,,,NULL_voltage
1,8235,power_line,{39166941},,0105000020E6100000010000000102000000020000001EC29DB069BA2740264685A05929494042B28009DCBA2740F099DB734F294940,,,,,NULL_voltage
1,8236,power_line,{28488353},,0105000020E6100000010000000102000000040000007CBB253960271C4034349E08E2CC4940F961CE7D83281C40924F7E41C1CC49408831E9EFA5281C40E76A7583B2CC4940DC5E1CA6C7281C40351F2114A5CC4940,,,,,NULL_voltage
1,8237,power_line,{39166942},,0105000020E6100000010000000102000000020000002C9DB415A0BA274078E5C46867294940E9CF23EB15BB27402B1A6B7F67294940,,,,,NULL_voltage
1,8238,power_line,{39166943},,0105000020E610000001000000010200000002000000248DC00E52BA2740FB12E0AAA12949400D4B4DCCC4BA27405B1025B5AB294940,,,,,NULL_voltage
1,8239,power_line,{30558417},,0105000020E61000000100000001020000000400000088E6F0FF99AB2340A1B9F369BA354A404B56EAFE56AB234054252598C5354A409DDDB5DF35AB234099D9E731CA354A40CDE6165F59AA23401153C7CFEB354A40,,,,,NULL_voltage
1,8240,power_line,{30267485},,0105000020E610000001000000010200000002000000B3028DE3D10326408A5352CCE6184A40458DF8043F042640EB059FE6E4184A40,,,,,NULL_voltage
1,8241,power_line,{39166945},,0105000020E610000001000000010200000002000000C820C19EC0B92740FAFB7BDFAE2949405004CCD7C0B92740C0E14F9EC3294940,,,,,NULL_voltage
1,8242,power_line,{32515800},,0105000020E6100000010000000102000000020000006C2B515150651D407D43E1B375C8494041EF32688D661D40C45DBD8A8CC84940,,,,,NULL_voltage
1,8243,power_line,{39166946},,0105000020E610000001000000010200000002000000CB784ABD5DB9274089128832AF294940BFDDEDD522B92740FE67CD8FBF294940,,,,,NULL_voltage
1,8244,power_line,{31775261},,0105000020E6100000010000000102000000060000003A4A141049272240540F875BF4FF48403AE97DE36B2722402AA105B2E8FF4840C778DED792272240E3A9471ADCFF48409B61591FC5272240781E262BD0FF48402CFEA5FBEF27224000ABC88DC7FF48400DF1FE2E22282240D59233B9BDFF4840,,,,,NULL_voltage
1,8245,power_line,{31454643},,0105000020E61000000100000001020000000600000059AA0B78990126403E62F4DC42194A40914B1C7920022640325D88D51F194A40B5C35F933502264063AA4F28FA184A401C81D316320226404E38AA89F4184A40882359D130022640550152F6F1184A408FB8B6A62F022640EB56CF49EF184A40,,,,,NULL_voltage
1,8246,power_line,{32131039},,0105000020E6100000010000000102000000020000005F46B1DCD2862840B2C68FE7E9DE49406A6A7EA1EC86284064C1B3F3ECDE4940,,,,,NULL_voltage
1,8247,power_line,{32131736},,0105000020E6100000010000000102000000020000004F5AB8ACC2862840CD0F1258EFDE494027214729D786284060BD40FFF3DE4940,,,,,NULL_voltage
1,8248,power_line,{32447584},,0105000020E6100000010000000102000000020000008BE65CE564551A40F3F79C05EB864940600DABD3DC551A40ED889EEF02874940,,,,,NULL_voltage
1,8249,power_line,{39166947},,0105000020E6100000010000000102000000020000008CD35AE212B92740EAA0A6F166294940590C683398B8274084375AC466294940,,,,,NULL_voltage
1,8250,power_line,{33876852},,0105000020E610000001000000010200000002000000FB04F5D2B9171C4086B58C2F35A54940F2FC5877E2181C404B7842AF3FA54940,,,,,NULL_voltage
1,8251,power_line,{33876853},,0105000020E610000001000000010200000002000000FA7DA42D53181C40A447421141A54940F2FC5877E2181C404B7842AF3FA54940,,,,,NULL_voltage
1,8252,power_line,{33881309},,0105000020E610000001000000010200000002000000FB04F5D2B9171C4086B58C2F35A54940FA7DA42D53181C40A447421141A54940,,,,,NULL_voltage
1,8253,power_line,{33912003},,0105000020E61000000100000001020000000200000046651E543D1022408051DDB7B54048404C512E8D5F102240735EAD24C3404840,,,,,NULL_voltage
1,8254,power_line,{35022470},,0105000020E6100000010000000102000000020000003677F4BF5CC32040421E66D421FF4840CD83AA871EC32040F1B5B1231FFF4840,,,,,NULL_voltage
1,8255,power_line,{35833593},,0105000020E6100000010000000102000000030000008E203AA9D4F91A407ECA3159DCBF4940FA06CB7D17FB1A404C0E8E48CABF494043F861CE7DFB1A403A611D22C9BF4940,,,,,NULL_voltage
1,8256,power_line,{35171951},,0105000020E61000000100000001020000000200000096ED43DE72051A40162DE521F8DF4940FF452B52BC051A40E8806E79F6DF4940,,,,,NULL_voltage
1,8257,power_line,{35834161},,0105000020E6100000010000000102000000030000009C470F8D38F61A4012B8BFC469C149409FD1B1DE03F71A40EC5D72929CC14940F3FEE49425F71A40F056F1A19FC14940,,,,,NULL_voltage
1,8258,power_line,{119182917},,0105000020E6100000010000000102000000020000001780EB2F60FA204034E25D899BD84840E55F707264FA204011CF6D1D77D84840,,,,,NULL_voltage
1,8259,power_line,{35833254},,0105000020E610000001000000010200000003000000780888EEFED51A40E3546B6116BE494032E2A716B6D31A408E9E115B30BE494025A7C013C4D21A409D95FE6F36BE4940,,,,,NULL_voltage
1,8260,power_line,{36009918},,0105000020E61000000100000001020000000400000002DDF2EC4D172840E237CF22256449407DF8E8C369172840EDCBE37A256449407FAC3B71941728401D08C90226644940BFFCA94C8C1828409DF6949C13644940,,,,,NULL_voltage
1,8261,power_line,{36009920},,0105000020E610000001000000010200000004000000BFFCA94C8C1828409DF6949C13644940461449AAA517284074D0CA620764494057FF31BE79172840AAA10DC006644940CB8FAE88501728405C7A8F8E06644940,,,,,NULL_voltage
1,8262,power_line,{36009921},,0105000020E610000001000000010200000004000000BFFCA94C8C1828409DF6949C13644940EB888DC3AA172840C016AA51FE6349403C6304F97E172840200B7668FD63494010FCB9B25517284038C30DF8FC634940,,,,,NULL_voltage
1,8263,power_line,{39166948},,0105000020E610000001000000010200000002000000DCC1E33675B9274021167B794B294940AD50A4FB39B927403C1FF9DE3A294940,,,,,NULL_voltage
1,8264,power_line,{37567173},,0105000020E610000001000000010200000002000000E597665F1E932A403CC43F6CE91A4A40CEB2823A40932A40C4BBB77DEA1A4A40,,,,,NULL_voltage
1,8265,power_line,{38704289},,0105000020E610000001000000010200000002000000B4D4D5784408214035B2D073B0CF4940CEBE9767CA0721402B8FC93DB8CF4940,,,,,NULL_voltage
1,8266,power_line,{38710512},,0105000020E6100000010000000102000000020000000805A568E5062140A83AE466B8CF4940E0F42EDE8F072140699F7D9BB4CF4940,,,,,NULL_voltage
1,8267,power_line,{39166937},,0105000020E610000001000000010200000002000000FBF664B444B927400C8E379E74294940BE1AA034D4B82740198D21A57E294940,,,,,NULL_voltage
1,8268,power_line,{41311609},,0105000020E610000001000000010200000002000000CD316A08D8581A4026732CEFAA864940E05EE34405581A40AF754E5887864940,,,,,NULL_voltage
1,8269,power_line,{41374847},,0105000020E610000001000000010200000002000000E05EE34405581A40AF754E58878649405237065383571A4098BFE72C58864940,,,,,NULL_voltage
1,8270,power_line,{42920635},,0105000020E6100000010000000102000000020000002326F26E76351C402C37AC04E6D349402C75DA649E361C40729C251296D34940,,,,,NULL_voltage
1,8271,power_line,{42920724},,0105000020E61000000100000001020000000200000037D77AD0FD8E1C40EB65CA3D13C749401971A6AE218D1C40572426A8E1C64940,,,,,NULL_voltage
1,8272,power_line,{45731241},,0105000020E6100000010000000102000000020000004020860C9A3026406130C912E7EC494087110C31A83026405EC2FC70EBEC4940,,,,,NULL_voltage
1,8273,power_line,{47311521},,0105000020E610000001000000010200000005000000E76D11BD31A52A4074D6A71C93714940B42DB94038A52A406299C81693714940ED2A494332A52A405BBCB3D1947149402254A9D903A52A4014F648DE947149400DFE2378E8A42A4062461DC29D714940,,,,,NULL_voltage
1,8274,power_line,{47311525},,0105000020E610000001000000010200000002000000B8973446EBA42A40AA4BC631927149409C3CC0EECFA42A404A9FB18A92714940,,,,,NULL_voltage
1,8275,power_line,{48407062},,0105000020E6100000010000000102000000020000004C523EA99BB01940A909EC7B1EE849400BF72576C8B01940250E34FA2CE84940,,,,,NULL_voltage
1,8276,power_line,{279382692},,0105000020E61000000100000001020000000200000029CBB50D486F27405DF28986D61B4940E0F60489ED6E274082B28410EB1B4940,,,,,NULL_voltage
1,8277,power_line,{288208594},,0105000020E6100000010000000102000000020000008D012379F8742140E5CAEA67FBC74940A7EECA2E18742140EE43DE72F5C74940,,,,,NULL_voltage
1,8278,power_line,{288208595},,0105000020E610000001000000010200000002000000A7EECA2E18742140EE43DE72F5C7494072A94A5B5C7321401B99EC44EEC74940,,,,,NULL_voltage
1,8279,power_line,{52101389},,0105000020E6100000010000000102000000030000002D4723FA10772540CC0C1B65FD344A40F9FFCC7BF77625405D23DD2AE3344A40E913D44BE7762540AA786D80E3344A40,,,,,NULL_voltage
1,8280,power_line,{54002620},,0105000020E6100000010000000102000000050000000CBDB49723621B4099480E7D1C9A4940072D7F19E7621B404587C091409A4940B6B7A51F1E631B404FB340BB439A49402C1D627259631B403152DE7D449A4940ABD5B21078631B40DDF126BF459A4940,,,,,NULL_voltage
1,8281,power_line,{53504827},,0105000020E610000001000000010200000002000000DF43786AE48D2240A7B393C151284840F43D7ECA8C8E224044F2DFCD64284840,,,,,NULL_voltage
1,8282,power_line,{60265090},,0105000020E61000000100000001020000000200000076CEAA2A8F9D234002F390291FD64A40C3312658779F23407369FCC22BD64A40,,,,,NULL_voltage
1,8283,power_line,{61670586},,0105000020E6100000010000000102000000020000001B37EB426295234051E2CEE04A7B494016C26A2C6195234062084A1B587B4940,,,,,NULL_voltage
1,8284,power_line,{72466134},,0105000020E610000001000000010200000003000000DB15FA6019672040FF261422E08648402F79F29F24672040531A7B40EA864840275B13C1EE662040C8E248B1ED864840,,,,,NULL_voltage
1,8285,power_line,{72987573},,0105000020E610000001000000010200000002000000B73D8BEFD5B0204073AA6BA3F0624840F7C484E2D8B020402B3D2E05FF624840,,,,,NULL_voltage
1,8286,power_line,{76371592},,0105000020E61000000100000001020000000300000010E7864B334A1A4037AB3E575B864940B699547E63491A4080187CF54C864940A281583673481A404DC4B6A052864940,,,,,NULL_voltage
1,8287,power_line,{75627180},,0105000020E610000001000000010200000003000000468D53BEB1412640E38BF678214949406FB7C94D79412640CDCEA2772A4949400E350A496641264037EFEEB72C494940,,,,,NULL_voltage
1,8288,power_line,{374862064},,0105000020E6100000010000000102000000020000005E0718A76B5F2340D555CBE726BE4940E71DA7E848622340F6EDC96889BD4940,,,,,NULL_voltage
1,8289,power_line,{88715835},,0105000020E6100000010000000102000000030000003CD972D30BDB18406AE1B20A9B78494021956247E3D8184052F355F2B1784940DA4D3ADBEDD41840D2448E63DA784940,,,,,NULL_voltage
1,8290,power_line,{91333391},,0105000020E610000001000000010200000009000000C9827813326E274053CE177B2FD74940A7CEA3E2FF6E274011A738B302D749401C2D62331B6F2740095F4EBFFAD649409AB3E32B266F274058DAF346F7D64940420356B3736F274075BE8EEED6D64940E7898CB38E6F27401BC638DACCD64940165C621BA76F2740F4D43439C6D6494058CD7344BE6F2740DF90A1BEC0D649402BB4626EAD71274042FADCBF68D64940,,,,,NULL_voltage
1,8291,power_line,{97020586},,0105000020E6100000010000000102000000060000001368B0A9F3842A40674EF27E37454A4041B4FBFAC6842A402302C41330454A403EEAAF5758842A4016E934C126454A407A32A42F29832A40132D793C2D454A4065C515BC8D822A406B80779730454A40845F347568822A40536CBBBF30454A40,,,,,NULL_voltage
1,8292,power_line,{106337088},,0105000020E610000001000000010200000002000000CF35278AEB2B1F409AE89898D3E748403E9EF1D82A2C1F403E737BEEA9E74840,,,,,NULL_voltage
1,8293,power_line,{111499704},,0105000020E610000001000000010200000002000000F24E99F6282F1E40B29EFFC302FC4940FB6F6FC8502F1E40B19CCE5F32FC4940,,,,,NULL_voltage
1,8294,power_line,{115432977},,0105000020E610000001000000010200000002000000A62E19C7487E18409646CCECF37C494083FFAD64C77E18404482F3F3F07C4940,,,,,NULL_voltage
1,8295,power_line,{115432999},,0105000020E610000001000000010200000002000000E54C6E6F127E18406B0025F4E97C49409D700A86CE7E1840988345EAE27C4940,,,,,NULL_voltage
1,8296,power_line,{119164443},,0105000020E61000000100000001020000000200000080B09D3935152140DD932CCCE7CC4840F9B6AA3649152140B194C041D6CC4840,,,,,NULL_voltage
1,8297,power_line,{116662434},,0105000020E6100000010000000102000000020000003CD972D30BDB18406AE1B20A9B784940E7768AB03CDB184047150F39C7784940,,,,,NULL_voltage
1,8298,power_line,{118896221},,0105000020E610000001000000010200000002000000B7D672C2DFBA204038B75384E5D54940BD033C69E1BA2040A69993BCDFD54940,,,,,NULL_voltage
1,8299,power_line,{119180397},,0105000020E61000000100000001020000000200000051A6D1E4621421405BED612F14CD4840D047197101142140140E187F36CD4840,,,,,NULL_voltage
1,8300,power_line,{119167981},,0105000020E610000001000000010200000002000000A2F9F774D0142140EF77280AF4CC48407C04487E0E1521403D2CD49AE6CC4840,,,,,NULL_voltage
1,8301,power_line,{119169307},,0105000020E61000000100000001020000000200000053245F09A414214037BDD584FECC484051A6D1E4621421405BED612F14CD4840,,,,,NULL_voltage
1,8302,power_line,{119172399},,0105000020E610000001000000010200000002000000421C35705113214067D7BD1589CD4840190B9E9D67132140528AB1A778CD4840,,,,,NULL_voltage
1,8303,power_line,{119172928},,0105000020E61000000100000001020000000200000068A55A5540132140BE80A8458ECD4840D9D53FE31D1321406BF9DC64AFCD4840,,,,,NULL_voltage
1,8304,power_line,{119180396},,0105000020E610000001000000010200000002000000843EA253A1132140680D391158CD48404F102B9265132140BCC161B36DCD4840,,,,,NULL_voltage
1,8305,power_line,{119183070},,0105000020E610000001000000010200000002000000E55F707264FA204011CF6D1D77D84840F814A529A7FA2040D0BFB8AF5ED84840,,,,,NULL_voltage
1,8306,power_line,{119183408},,0105000020E610000001000000010200000002000000F814A529A7FA2040D0BFB8AF5ED84840C4B876FDDDFA20403F1581FB4BD84840,,,,,NULL_voltage
1,8307,power_line,{119184203},,0105000020E610000001000000010200000002000000FDA36FD234FC20407E6B71D75CD848408B9B64F558FC204029136D7D47D84840,,,,,NULL_voltage
1,8308,power_line,{119184204},,0105000020E6100000010000000102000000020000008B9B64F558FC204029136D7D47D84840250DC9247EFC20407D957CEC2ED84840,,,,,NULL_voltage
1,8309,power_line,{119190057},,0105000020E610000001000000010200000002000000B8F589F2BBFB2040361DA622BAD74840680F0FBCB5FB2040EAEFA5F0A0D74840,,,,,NULL_voltage
