result_id,nuts_id,substation_id,percentage,distance
2,DE941,44717036,100.00000000000000000000,0.0655572070873333
2,DEA55,29282738,100.00000000000000000000,
2,DE942,34835258,66.66666666666666666700,
2,DE942,104878489,33.33333333333333333300,
2,DE404,27149550,100.00000000000000000000,0.16132984383128
2,DE943,23837631,100.00000000000000000000,0.253056642378566
2,DE944,37764852,100.00000000000000000000,
2,DE945,23744346,42.85714285714285714300,
2,DE945,26455019,28.57142857142857142900,
2,DE945,29420322,14.28571428571428571400,
2,DE945,157421330,7.14285714285714285700,
2,DE945,157421333,7.14285714285714285700,
2,DE218,26245195,100.00000000000000000000,0.138015113307286
2,DE221,77694901,100.00000000000000000000,0.073809611624387
2,DE222,24976300,100.00000000000000000000,0.323041395616183
2,DE223,77697810,100.00000000000000000000,0.390687391555876
2,DE241,24757833,100.00000000000000000000,0.0762648574713444
2,DE242,93341407,100.00000000000000000000,0.334104508003079
2,DE243,25746125,100.00000000000000000000,0.246345840274598
2,DE244,93341407,100.00000000000000000000,0.153817986815765
2,DEA12,92877610,2.78670953912111468400,
2,DEA12,24478889,19.50696677384780278700,
2,DEA12,35818137,8.36012861736334405100,
2,DEA12,35818134,5.57341907824222936800,
2,DEA12,35833592,2.78670953912111468400,
2,DEA12,37554416,11.14683815648445873500,
2,DEA12,91854336,19.50696677384780278700,
2,DEA12,92024105,5.57341907824222936800,
2,DEA12,92877635,2.78670953912111468400,
2,DEA12,107271573,19.18542336548767416900,
2,DEA12,234950814,2.78670953912111468400,
2,DE946,23837631,52.84418796372629843400,
2,DE946,173178563,47.15581203627370156600,
2,DEA13,59925390,63.25088339222614841000,
2,DEA13,150267232,36.74911660777385159000,
2,DEA14,24479984,33.33333333333333333300,
2,DEA14,24479857,33.33333333333333333300,
2,DEA14,93278553,33.33333333333333333300,
2,DEA15,24815262,100.00000000000000000000,0.111245653393511
2,DE718,38661452,100.00000000000000000000,0.187098221307034
2,DEA16,25032036,20.23346303501945525300,
2,DEA16,25043127,10.11673151750972762600,
2,DEA16,26291794,69.64980544747081712100,
2,DEA17,24921206,100.00000000000000000000,
