result_id,nuts_id,substation_id,percentage,distance
1,DE941,44717036,100.00000000000000000000,0.0655572070873333
1,DEA55,29282738,100.00000000000000000000,
1,DE942,34835258,66.66666666666666666700,
1,DE942,104878489,33.33333333333333333300,
1,DE404,27149550,100.00000000000000000000,0.16132984383128
1,DE943,23837631,100.00000000000000000000,0.253056642378566
1,DE944,37764852,100.00000000000000000000,
1,DE945,23744346,42.85714285714285714300,
1,DE945,26455019,28.57142857142857142900,
1,DE945,29420322,14.28571428571428571400,
1,DE945,157421330,7.14285714285714285700,
1,DE945,157421333,7.14285714285714285700,
1,DE218,26245195,100.00000000000000000000,0.138015113307286
1,DE221,77694901,100.00000000000000000000,0.073809611624387
1,DE222,24976300,100.00000000000000000000,0.323041395616183
1,DE223,77697810,100.00000000000000000000,0.390687391555876
1,DE241,24757833,100.00000000000000000000,0.0762648574713444
1,DE242,93341407,100.00000000000000000000,0.334104508003079
1,DE243,25746125,100.00000000000000000000,0.246345840274598
1,DE244,93341407,100.00000000000000000000,0.153817986815765
1,DEA12,92877610,2.78670953912111468400,
1,DEA12,24478889,19.50696677384780278700,
1,DEA12,35818137,8.36012861736334405100,
1,DEA12,35818134,5.57341907824222936800,
1,DEA12,35833592,2.78670953912111468400,
1,DEA12,37554416,11.14683815648445873500,
1,DEA12,91854336,19.50696677384780278700,
1,DEA12,92024105,5.57341907824222936800,
1,DEA12,92877635,2.78670953912111468400,
1,DEA12,107271573,19.18542336548767416900,
1,DEA12,234950814,2.78670953912111468400,
1,DE946,23837631,52.84418796372629843400,
1,DE946,173178563,47.15581203627370156600,
1,DEA13,59925390,63.25088339222614841000,
1,DEA13,150267232,36.74911660777385159000,
1,DEA14,24479984,33.33333333333333333300,
1,DEA14,24479857,33.33333333333333333300,
1,DEA14,93278553,33.33333333333333333300,
1,DEA15,24815262,100.00000000000000000000,0.111245653393511
1,DE718,38661452,100.00000000000000000000,0.187098221307034
1,DEA16,25032036,20.23346303501945525300,
1,DEA16,25043127,10.11673151750972762600,
1,DEA16,26291794,69.64980544747081712100,
1,DEA17,24921206,100.00000000000000000000,
1,DE71C,31718547,11.18279569892473118300,
1,DE71C,23284340,88.81720430107526881700,
1,DEA18,156398578,100.00000000000000000000,0.0390597445580329
1,DE114,26403575,100.00000000000000000000,
1,DE137,35954395,100.00000000000000000000,
1,DE911,24272541,100.00000000000000000000,
1,DEA19,33816726,50.00000000000000000000,
1,DEA19,106096507,50.00000000000000000000,
1,DE912,28227099,66.66666666666666666700,
1,DE912,97857512,16.66666666666666666700,
1,DE912,151507370,16.66666666666666666700,
1,DE115,25786404,13.16455696202531645600,
1,DE115,25802269,28.50632911392405063300,
1,DE115,43688805,57.01265822784810126600,
1,DE115,153334076,1.31645569620253164600,
1,DE116,48428875,100.00000000000000000000,
1,DE117,89184327,22.51082251082251082300,
1,DE117,89185338,77.48917748917748917700,
1,DE125,156676050,13.43669250645994832000,
1,DE125,207248812,86.56330749354005168000,
1,DE126,152973139,67.70186335403726708100,
1,DE126,163093653,16.14906832298136646000,
1,DE126,197145477,16.14906832298136646000,
1,DE913,24258096,100.00000000000000000000,
1,DE142,42736239,100.00000000000000000000,0.206269450862078
1,DEA1A,92165128,57.92880258899676375400,
1,DEA1A,156398578,42.07119741100323624600,
1,DEG04,149256409,100.00000000000000000000,0.304792188764016
1,DEG05,148211527,100.00000000000000000000,0.158785205278433
1,DE111,22960899,94.03669724770642201800,
1,DE111,23414063,5.96330275229357798200,
1,DEA1E,24815262,100.00000000000000000000,
1,DEA32,22944791,8.53508411981945014400,
1,DEA32,23022100,72.50718096019696348000,
1,DEA32,23067006,14.69019286007386130500,
1,DEA32,25051880,4.26754205990972507200,
1,DEA33,25506770,63.25088339222614841000,
1,DEA33,42861703,27.56183745583038869300,
1,DEA33,111973179,9.18727915194346289800,
1,DE112,26814283,100.00000000000000000000,
1,DE113,37721677,25.00000000000000000000,
1,DE113,26260052,75.00000000000000000000,
1,DEB15,152018146,100.00000000000000000000,0.345796652361582
1,DE118,25557397,75.49900199600798403200,
1,DE118,41334805,15.56886227544910179600,
1,DE118,147878692,8.93213572854291417200,
1,DE119,143854536,100.00000000000000000000,
1,DE11A,143854536,100.00000000000000000000,0.231442214706385
1,DE127,143903369,50.00000000000000000000,
1,DE127,145002769,38.74458874458874458900,
1,DE127,159326655,11.25541125541125541100,
1,DE11B,24765111,100.00000000000000000000,0.271389439981801
1,DE11C,31105067,60.00000000000000000000,
1,DE11C,38325076,40.00000000000000000000,
1,DE11D,42050342,100.00000000000000000000,
1,DE121,32151621,100.00000000000000000000,0.0995661737465176
