result_id,plz,substation_id,percentage,distance
1,52538,25992879,100.00000000000000000000,0.263616169777314
1,47559,23084417,100.00000000000000000000,0.224623744837376
1,52531,25992879,100.00000000000000000000,0.112841279642119
1,52525,25992879,100.00000000000000000000,0.19053602099069
1,52074,24268944,100.00000000000000000000,0.134038374784889
1,52511,25992879,100.00000000000000000000,0.104674690403147
1,52072,24268944,100.00000000000000000000,0.119350335927164
1,47574,23084417,100.00000000000000000000,
1,47533,23084417,100.00000000000000000000,0.14540657473595
1,52134,24268944,100.00000000000000000000,0.0926958792881505
1,52070,24268944,100.00000000000000000000,0.0716106949053744
1,52076,24268944,100.00000000000000000000,0.0885614935582541
1,52064,24268944,100.00000000000000000000,0.0953380140475402
1,41372,24815262,100.00000000000000000000,0.17975784697717
1,52066,24268944,100.00000000000000000000,0.0765933903829417
1,41379,24815262,100.00000000000000000000,0.166882752499203
1,52062,24268944,100.00000000000000000000,0.0847095870041295
1,41849,25992879,100.00000000000000000000,0.213059572820451
1,47229,92024105,100.00000000000000000000,
1,52146,24268944,100.00000000000000000000,0.0301883789081159
1,47652,23084417,100.00000000000000000000,0.0834612186781557
1,52068,24268944,100.00000000000000000000,0.0470919749217883
1,46446,23084417,100.00000000000000000000,0.157735945526524
1,52080,24268944,100.00000000000000000000,
1,54689,89176939,100.00000000000000000000,0.108865733252395
1,47551,23084417,100.00000000000000000000,0.0651936904985458
1,52078,24268944,100.00000000000000000000,0.0453898582196864
1,52477,25992879,100.00000000000000000000,0.0597423319970746
1,54617,89176939,100.00000000000000000000,0.191554366829383
1,50678,29374542,100.00000000000000000000,0.0856210015042081
1,41844,24815262,100.00000000000000000000,0.128460741648563
1,52499,25992879,100.00000000000000000000,
1,54619,89176939,100.00000000000000000000,0.176738685439825
1,41836,25992879,100.00000000000000000000,0.131652690679587
1,41334,24815262,100.00000000000000000000,0.108448225850324
1,47624,23084417,100.00000000000000000000,0.145554438429466
1,47626,23084417,100.00000000000000000000,0.135430654256801
1,54673,89176939,100.00000000000000000000,
1,54616,89176939,100.00000000000000000000,0.255369889562902
1,66111,54359256,100.00000000000000000000,0.138686858443858
1,52222,24268944,100.00000000000000000000,0.0504960154762817
1,52159,24268944,100.00000000000000000000,0.172722984469751
1,52223,24268944,100.00000000000000000000,0.0756877490267392
1,52249,25426571,33.33333333333333333300,
1,52249,115808262,66.66666666666666666700,
1,47623,23084417,100.00000000000000000000,0.116520363991675
1,52441,25992879,100.00000000000000000000,0.0916913565298376
1,47638,24815262,100.00000000000000000000,0.198916590937153
1,52457,25992879,100.00000000000000000000,0.0472409161706284
1,47608,23084417,100.00000000000000000000,0.197325106774237
1,41366,24815262,100.00000000000000000000,0.0634916075517773
1,41812,24815262,100.00000000000000000000,0.175432304741446
1,52224,25426571,100.00000000000000000000,0.0915783868007084
1,47589,23084417,100.00000000000000000000,0.074213257269317
1,54608,32675761,100.00000000000000000000,0.274056986790944
1,54687,89176939,100.00000000000000000000,0.142195449406128
1,47625,23084417,100.00000000000000000000,0.151192857645525
1,47627,23084417,100.00000000000000000000,0.0826680676937224
1,54675,89176939,100.00000000000000000000,0.0977686790454478
1,47546,23084417,100.00000000000000000000,0.10548001456757
1,52156,24268944,100.00000000000000000000,0.242514499815655
1,52152,25426571,100.00000000000000000000,0.217140753850951
1,41751,24815262,100.00000000000000000000,
1,52428,115808262,100.00000000000000000000,0.102683122109827
1,47669,24815262,100.00000000000000000000,0.156611438563327
1,41179,24815262,100.00000000000000000000,0.0882357471884423
1,54612,151967290,100.00000000000000000000,0.190942803505108
1,52393,115808262,100.00000000000000000000,0.135570184908689
1,47665,23084417,100.00000000000000000000,0.172545880890031
1,52379,115808262,100.00000000000000000000,0.0572821445192489
1,54649,151967290,100.00000000000000000000,0.19101776196857
1,47647,24815262,100.00000000000000000000,0.212743193513371
1,54666,151967290,100.00000000000000000000,0.0782571449432937
1,46459,23084417,100.00000000000000000000,0.213648480062259
1,47929,24815262,100.00000000000000000000,0.0998907967983454
1,41169,24815262,100.00000000000000000000,0.0426303731875059
1,41749,24815262,100.00000000000000000000,0.0604843324401095
1,45145,26291794,100.00000000000000000000,0.0280822186938761
1,52459,115808262,100.00000000000000000000,0.0552413588591754
1,54595,32675761,100.00000000000000000000,0.203498070393015
1,54646,151967290,100.00000000000000000000,0.0911961791754237
1,52445,26593929,100.00000000000000000000,0.128703956641341
1,53940,32675761,100.00000000000000000000,0.121296926199577
1,54669,151967290,100.00000000000000000000,0.131166010500561
1,53937,32675761,100.00000000000000000000,0.185020833923175
1,41189,24815262,100.00000000000000000000,0.146041462536188
1,54636,151967290,100.00000000000000000000,0.0606566560225869
1,46509,24462228,100.00000000000000000000,0.184992452231219
1,66706,145680894,100.00000000000000000000,0.312402066014194
1,54439,145680894,100.00000000000000000000,0.216189579351898
1,41236,24815262,100.00000000000000000000,0.139974848223842
1,47906,93278553,100.00000000000000000000,0.131274541387231
1,54597,89176939,100.00000000000000000000,0.225800362474618
1,54668,151967290,100.00000000000000000000,0.069544847555058
1,41068,24815262,100.00000000000000000000,0.0729725964780152
1,52353,26593929,100.00000000000000000000,0.0387496843340094
1,47803,93278553,100.00000000000000000000,0.0494379143192342
1,52385,26593929,100.00000000000000000000,0.19728986903084
1,47661,24462228,100.00000000000000000000,0.147443071208071
1,47239,24479984,100.00000000000000000000,0.0208828263774151
1,52396,26593929,100.00000000000000000000,0.241744730420476
1,54457,145680894,100.00000000000000000000,0.227525050086601
1,54611,32675761,100.00000000000000000000,0.113008421623985
1,54584,32675761,100.00000000000000000000,0.0695044164794878
1,46419,24462317,100.00000000000000000000,0.268062418016707
1,47918,93278553,100.00000000000000000000,0.0915297569782245
1,41239,24815262,100.00000000000000000000,0.121987460752329
1,52355,26593929,100.00000000000000000000,0.0928125893028479
1,54614,151967290,100.00000000000000000000,0.230670503086074
1,41748,24815262,100.00000000000000000000,0.0776484161939068
1,41069,24815262,100.00000000000000000000,0.0906154068980693
1,47877,93278553,100.00000000000000000000,0.0439256604991204
1,41747,24815262,100.00000000000000000000,0.054815411976154
1,41515,95434457,100.00000000000000000000,0.0524927666754729
1,53949,32675761,100.00000000000000000000,
1,52382,26593929,76.47058823529411764700,
1,52382,26593935,23.52941176470588235300,
1,46519,24462228,100.00000000000000000000,0.0972103116927312
1,47509,23380800,100.00000000000000000000,0.145410058797087
1,52372,26593929,100.00000000000000000000,0.143073832607237
1,41199,24815262,100.00000000000000000000,0.163294428868737
1,54453,145680894,100.00000000000000000000,0.187258149795675
1,47798,93278553,100.00000000000000000000,0.0359179267285556
1,41066,93278553,100.00000000000000000000,0.102774589804852
1,52349,26593929,100.00000000000000000000,0.0721374266688241
1,41065,93278553,100.00000000000000000000,0.128660638125059
1,41238,93278553,100.00000000000000000000,0.14615426818459
1,41363,95434457,100.00000000000000000000,0.125080820397192
1,41061,24815262,100.00000000000000000000,0.113928003051201
1,41063,24815262,100.00000000000000000000,0.102126594888851
1,54310,151967290,100.00000000000000000000,0.116426938998689
1,66693,90109304,100.00000000000000000000,0.238008909303955
1,50181,95434457,100.00000000000000000000,0.0722123892824372
1,51145,29374542,100.00000000000000000000,0.0403860232140846
1,47475,24462228,100.00000000000000000000,0.0700153674959807
1,54634,151967290,100.00000000000000000000,
1,54455,145680894,100.00000000000000000000,0.178913336679323
1,46487,24462317,100.00000000000000000000,0.0918414801592328
1,46399,24462426,100.00000000000000000000,0.244422517633696
1,54589,32675761,100.00000000000000000000,0.0582801540365591
1,47198,35818134,100.00000000000000000000,0.0346293644797428
1,47839,93278553,100.00000000000000000000,0.0822612032120215
1,50189,26927264,100.00000000000000000000,0.0395057323955655
1,54459,145680894,100.00000000000000000000,0.107123134577901
1,41352,77179271,100.00000000000000000000,0.103547292635876
1,52351,26593935,100.00000000000000000000,0.0866141104147808
1,46499,24462426,100.00000000000000000000,0.121108490134311
1,54441,145680894,100.00000000000000000000,0.171797006858661
1,54456,145680894,100.00000000000000000000,0.167932580394426
1,47804,93278553,100.00000000000000000000,0.0229335511809365
1,53925,32675761,100.00000000000000000000,0.128082105121173
1,54308,145680894,100.00000000000000000000,0.0985373315967463
1,47506,23380800,100.00000000000000000000,0.0747518752949261
1,52399,26593935,100.00000000000000000000,0.0728917100554593
1,52391,26593935,100.00000000000000000000,0.181972946089789
1,45143,150267232,100.00000000000000000000,0.0323163152762042
1,66663,90109304,100.00000000000000000000,0.1453316295637
1,54332,145680894,100.00000000000000000000,0.0991700733380404
1,54450,145680894,100.00000000000000000000,0.216880801937431
1,46395,24462426,100.00000000000000000000,0.20128780779951
1,54329,145680894,100.00000000000000000000,0.071468035325971
1,41517,95434457,62.19640971488912354800,
1,41517,207488608,37.80359028511087645200,
1,52388,26927264,100.00000000000000000000,0.15445658086206
1,54585,32675761,100.00000000000000000000,0.0737492252733435
1,47802,24479984,100.00000000000000000000,0.0823127597758391
1,54311,145680894,100.00000000000000000000,0.0565306148632543
1,54655,151967290,100.00000000000000000000,0.191518721892736
1,54610,32675761,100.00000000000000000000,0.181775732618418
1,45147,26291794,100.00000000000000000000,0.0360198715810538
1,47495,24462228,100.00000000000000000000,
1,53894,32675761,100.00000000000000000000,0.232175305172867
1,54587,32675761,100.00000000000000000000,0.104975608266058
1,47178,234950814,100.00000000000000000000,0.0151143155400386
1,66780,90109304,100.00000000000000000000,0.117770363893621
1,47807,93278553,100.00000000000000000000,
1,54586,32675761,100.00000000000000000000,0.0653407440717515
1,47805,93278553,100.00000000000000000000,0.0326847654358586
1,47447,24479984,100.00000000000000000000,0.0558252632054823
1,53947,32675761,100.00000000000000000000,0.166333164952471
1,50170,26927264,100.00000000000000000000,0.0910920129535078
1,54574,32675761,100.00000000000000000000,0.229146435850774
1,54294,145680894,100.00000000000000000000,
1,41564,77179271,100.00000000000000000000,0.0410788618255601
1,54568,32675761,100.00000000000000000000,0.207638476029748
1,50126,26927264,100.00000000000000000000,
1,47799,93278553,100.00000000000000000000,0.0506032098306685
1,54309,145680894,100.00000000000000000000,0.0644436433383664
1,41470,31762305,100.00000000000000000000,0.0380309672538805
1,53909,201153704,100.00000000000000000000,0.245744243183189
1,54298,151967291,100.00000000000000000000,0.0830002375639728
1,54570,32675761,100.00000000000000000000,0.281483840755271
1,47445,23380800,100.00000000000000000000,
1,54451,145680894,100.00000000000000000000,0.152532617837638
1,41516,27919734,100.00000000000000000000,0.0780925154822421
1,47800,24479984,100.00000000000000000000,0.0622314935294572
1,54657,151967290,100.00000000000000000000,0.193972849672964
1,47441,23380800,100.00000000000000000000,0.0283904549946108
1,54306,151967291,100.00000000000000000000,0.0605275633692396
1,53945,32675761,100.00000000000000000000,0.157678002728299
1,40670,24799890,63.54378818737270875800,
1,40670,77179271,36.45621181262729124200,
1,46562,24462317,7.50360750360750360800,
1,46562,24479003,66.66666666666666666700,
1,46562,76185022,25.82972582972582972600,
1,45657,29282738,100.00000000000000000000,0.0732915895309637
1,47809,24479857,100.00000000000000000000,
1,66798,90109304,100.00000000000000000000,0.0905159727503758
1,46485,24462426,100.00000000000000000000,
1,50127,24839976,100.00000000000000000000,0.0768067054141899
1,54293,151967291,100.00000000000000000000,
1,46483,24462317,100.00000000000000000000,0.0431649485900755
1,54647,151967291,100.00000000000000000000,0.159923494825226
1,54664,151967291,100.00000000000000000000,0.105528922765236
