result_id,plz,substation_id,percentage,distance
2,52538,25992879,100.00000000000000000000,0.263616169777314
2,47559,23084417,100.00000000000000000000,0.224623744837376
2,52531,25992879,100.00000000000000000000,0.112841279642119
2,52525,25992879,100.00000000000000000000,0.19053602099069
2,52074,24268944,100.00000000000000000000,0.134038374784889
2,52511,25992879,100.00000000000000000000,0.104674690403147
2,52072,24268944,100.00000000000000000000,0.119350335927164
2,47574,23084417,100.00000000000000000000,
2,47533,23084417,100.00000000000000000000,0.14540657473595
2,52134,24268944,100.00000000000000000000,0.0926958792881505
2,52070,24268944,100.00000000000000000000,0.0716106949053744
2,52076,24268944,100.00000000000000000000,0.0885614935582541
2,52064,24268944,100.00000000000000000000,0.0953380140475402
2,41372,24815262,100.00000000000000000000,0.17975784697717
2,52066,24268944,100.00000000000000000000,0.0765933903829417
2,41379,24815262,100.00000000000000000000,0.166882752499203
2,52062,24268944,100.00000000000000000000,0.0847095870041295
2,41849,25992879,100.00000000000000000000,0.213059572820451
2,47229,92024105,100.00000000000000000000,
2,52146,24268944,100.00000000000000000000,0.0301883789081159
2,47652,23084417,100.00000000000000000000,0.0834612186781557
2,52068,24268944,100.00000000000000000000,0.0470919749217883
2,46446,23084417,100.00000000000000000000,0.157735945526524
2,52080,24268944,100.00000000000000000000,
2,54689,89176939,100.00000000000000000000,0.108865733252395
2,47551,23084417,100.00000000000000000000,0.0651936904985458
2,52078,24268944,100.00000000000000000000,0.0453898582196864
2,52477,25992879,100.00000000000000000000,0.0597423319970746
2,54617,89176939,100.00000000000000000000,0.191554366829383
2,50678,29374542,100.00000000000000000000,0.0856210015042081
2,41844,24815262,100.00000000000000000000,0.128460741648563
2,52499,25992879,100.00000000000000000000,
2,54619,89176939,100.00000000000000000000,0.176738685439825
2,41836,25992879,100.00000000000000000000,0.131652690679587
2,41334,24815262,100.00000000000000000000,0.108448225850324
2,47624,23084417,100.00000000000000000000,0.145554438429466
2,47626,23084417,100.00000000000000000000,0.135430654256801
2,54673,89176939,100.00000000000000000000,
2,54616,89176939,100.00000000000000000000,0.255369889562902
2,66111,100812630,100.00000000000000000000,0.0998767336142005
2,52222,24268944,100.00000000000000000000,0.0504960154762817
2,52159,24268944,100.00000000000000000000,0.172722984469751
2,52223,24268944,100.00000000000000000000,0.0756877490267392
2,52249,115808262,66.66666666666666666700,
2,52249,25426571,33.33333333333333333300,
2,47623,23084417,100.00000000000000000000,0.116520363991675
2,52441,25992879,100.00000000000000000000,0.0916913565298376
2,47638,24815262,100.00000000000000000000,0.198916590937153
2,52457,25992879,100.00000000000000000000,0.0472409161706284
2,47608,23084417,100.00000000000000000000,0.197325106774237
2,41366,24815262,100.00000000000000000000,0.0634916075517773
2,41812,24815262,100.00000000000000000000,0.175432304741446
2,52224,25426571,100.00000000000000000000,0.0915783868007084
2,47589,23084417,100.00000000000000000000,0.074213257269317
2,54608,32675761,100.00000000000000000000,0.274056986790944
2,54687,89176939,100.00000000000000000000,0.142195449406128
2,47625,23084417,100.00000000000000000000,0.151192857645525
2,47627,23084417,100.00000000000000000000,0.0826680676937224
2,54675,89176939,100.00000000000000000000,0.0977686790454478
2,47546,23084417,100.00000000000000000000,0.10548001456757
2,52156,24268944,100.00000000000000000000,0.242514499815655
2,52152,25426571,100.00000000000000000000,0.217140753850951
2,41751,24815262,100.00000000000000000000,
2,52428,115808262,100.00000000000000000000,0.102683122109827
2,47669,24815262,100.00000000000000000000,0.156611438563327
2,41179,24815262,100.00000000000000000000,0.0882357471884423
2,54612,151967290,100.00000000000000000000,0.190942803505108
2,52393,115808262,100.00000000000000000000,0.135570184908689
2,47665,23084417,100.00000000000000000000,0.172545880890031
2,52379,115808262,100.00000000000000000000,0.0572821445192489
2,54649,151967290,100.00000000000000000000,0.19101776196857
2,47647,24815262,100.00000000000000000000,0.212743193513371
2,54666,151967290,100.00000000000000000000,0.0782571449432937
2,46459,23084417,100.00000000000000000000,0.213648480062259
2,47929,24815262,100.00000000000000000000,0.0998907967983454
2,41169,24815262,100.00000000000000000000,0.0426303731875059
