result_id,view_id,bus_i,bus_type,pd,qd,gs,bs,bus_area,vm,va,base_kv,zone,vmax,vmin,osm_substation_id,cntr_id,frequency,geom,osm_name
1,1,7595,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E61000001A17B3CAF13F1C404D327216F6D74940,
1,2,5858,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E6100000B17CA7131AAA2240CED5A0794A5C4B40,
1,3,6816,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E610000054D1B3B4AEF82340A26C25CF50E24A40,
1,4,6589,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E6100000016A6AD95AEB2240DD5ED218ADEE4A40,
1,5,5937,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E6100000317F85CC95492740DBC534D3BD224A40,
1,6,6083,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E610000025EA059FE6742740DF8FDB2F9F484A40,
1,7,194,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E610000071A076AEDE8F2A407E8E8F1667434A40,
1,8,6171,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E61000004DC2853C829F2140E9C138132E1A4940,
1,9,6129,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E6100000CEC47421563F2640F8915B936E7F4940,
1,10,6130,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E61000009407D8FD194026408FCAA88D457F4940,
1,11,6086,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E61000006BED22F1973F2640F7949C137B7F4940,
1,12,6490,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E610000005847B0A25FC25402C4A09C1AA494940,
1,13,6072,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E610000009E819564CC82740B1C56E9F55B44940,
1,14,5931,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E6100000684DE262FB3B2840628D0EA37BC14940,
1,15,6056,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E61000004BABC6B71CDC2640DFC66647AA744940,
1,16,5933,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E610000078FB62A538F51F4019AA07718AD74940,
1,17,5796,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E61000000D3A2174D04D1F4005E5113702E04940,
1,18,5797,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E61000007905476EF2D01E403AF0C572A6D74940,
1,19,5898,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E6100000BF2F2E5569D31E40281994C4EDD64940,
1,20,6277,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E61000002A4822EAF43A1C40572D44E279D84940,
1,21,6271,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E61000008AE76C01A11D1C405A85CD0017D04940,
1,22,6278,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E6100000CA9063EB191A1C406D6EF195E5CF4940,
1,23,7025,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E6100000C447C494489A1A40291C8BB7DFC64940,
1,24,7125,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E6100000A873452921401C40768F6CAE9AD74940,
1,25,6730,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E610000047AC6AEE8D0E1D405653ED2EABC94940,
1,26,6822,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E6100000B2C9D067F65F1D40CE0182397ACE4940,
1,27,6843,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E61000004BA995534C771D40436D65D35BD04940,
1,28,7073,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E610000044A04495AB791D406F9EEA909BD04940,
1,29,7343,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E6100000D8BA794F8AD31D40CF2AD8EB82D44940,
1,30,6849,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E61000008D9B1A683EA71D40ACE9D55B5ED24940,
1,31,5999,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E61000005431DF0BDD3E1D4069931EE10F3D4A40,
1,32,6002,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E6100000DA05836BEE381D40D266E613C33D4A40,
1,33,6583,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E61000006D0CF09359AB2040F79A79CD06094A40,
1,34,6628,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E610000075C4C661D5D120405B4CC7F720FD4940,
1,35,6619,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E6100000B2A3CC6152BB204093A6E617CAF64940,
1,36,6969,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E610000041B8020AF594234049BC3C9D2B004A40,
1,37,6582,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E61000009727C6E86FB42340CB23C9BD0AF34940,
1,38,6812,1,,,,,1,1,0,220.0000000000000000,1,,,,DE,50,0101000020E6100000FCCA83F414B523402DC9A60128D34940,
1,39,6176,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E61000002BD780ADB7762240B72E90FBB1E74940,
1,40,6313,1,,,,,1,1,0,380.0000000000000000,1,,,,DE,50,0101000020E6100000D2CF2FA5895E24406E8C9DF012274A40,
